plant,pop,taxa,sp,reg2,corL,corW2,stigma,lipL,brLbW,red,green,blue,LatN,LonW
CHCL1,CHCL,PC,C,C,33.066,3.0295,2.466,5.18,4.507,248,229,51,31.82479,-99.55632
CHCL10,CHCL,PC,C,C,29.0965,2.606,1.557,3.6625,5.1875,236,221,50,31.82479,-99.55632
CHCL11,CHCL,PC,C,C,28.6335,3.565,2.3735,4.213,5.6255,251,228,50,31.82479,-99.55632
CHCL12,CHCL,PC,C,C,36.795,3.177,1.4225,5.8745,6.018,236,221,50,31.82479,-99.55632
CHCL13,CHCL,PC,C,C,32.3745,3.227,2.9495,5.0385,4.557,251,228,50,31.82479,-99.55632
CHCL14,CHCL,PC,C,C,31.553,3.1625,2.0195,5.0405,3.643,248,229,51,31.82479,-99.55632
CHCL15,CHCL,PC,C,C,32.869,3.323,2.5725,4.9205,3.738,248,218,33,31.82479,-99.55632
CHCL16,CHCL,PC,C,C,29.2655,2.9495,2.466,4.1005,3.692,236,221,50,31.82479,-99.55632
CHCL17,CHCL,PC,C,C,30.259,3.4525,1.2575,5.32,4.922,236,221,50,31.82479,-99.55632
CHCL18,CHCL,PC,C,C,30.7175,3.5155,2.634,4.4575,8.5715,248,229,51,31.82479,-99.55632
CHCL19,CHCL,PC,C,C,31.363,3.884,4.65,3.5625,6.2935,251,228,50,31.82479,-99.55632
CHCL2,CHCL,PC,C,C,27.8395,3.1155,3.508,4.109,4.802,251,228,50,31.82479,-99.55632
CHCL20,CHCL,PC,C,C,28.6925,3.4715,2.0985,6.1035,6.178,251,228,50,31.82479,-99.55632
CHCL21,CHCL,PC,C,C,31.033,3.0275,1.5515,4.6375,3.9975,236,221,50,31.82479,-99.55632
CHCL22,CHCL,PC,C,C,26.878,3.3895,1.765,4.2525,2.953,243,220,25,31.82479,-99.55632
CHCL23,CHCL,PC,C,C,30.0925,2.9955,1.5795,5.2265,4.9945,251,228,50,31.82479,-99.55632
CHCL24,CHCL,PC,C,C,31.6625,2.626,2.2165,4.7095,5.7165,236,221,50,31.82479,-99.55632
CHCL25,CHCL,PC,C,C,32.9215,3.042,2.568,5.2355,5.5755,248,218,33,31.82479,-99.55632
CHCL26,CHCL,PC,C,C,29.0775,2.5225,1.338,3.8165,3.7965,226,219,47,31.82479,-99.55632
CHCL27,CHCL,PC,C,C,28.102,3.556,2.1365,4.302,5.7505,226,219,35,31.82479,-99.55632
CHCL28,CHCL,PC,C,C,30.6135,3.0105,4.107,5.4015,6.5095,243,220,25,31.82479,-99.55632
CHCL29,CHCL,PC,C,C,31.688,3.426,1.7005,4.957,4.931,243,220,25,31.82479,-99.55632
CHCL3,CHCL,PC,C,C,28.8675,3.972,2.075,4.5285,4.9015,248,218,33,31.82479,-99.55632
CHCL30,CHCL,PC,C,C,30.585,3.2055,1.988,5.5965,6.0805,226,219,47,31.82479,-99.55632
CHCL4,CHCL,PC,C,C,32.015,3.249,1.7655,6.066,3.101,251,228,50,31.82479,-99.55632
CHCL5,CHCL,PC,C,C,30.9,3.438,1.358,5.482,2.93,226,219,47,31.82479,-99.55632
CHCL6,CHCL,PC,C,C,30.0575,3.1325,1.441,5.252,3.759,251,228,50,31.82479,-99.55632
CHCL7,CHCL,PC,C,C,29.774,3.9065,1.4185,5.9335,8.134,226,219,47,31.82479,-99.55632
CHCL8,CHCL,PC,C,C,35.977,3.791,3.1525,6.2045,5.6855,251,228,50,31.82479,-99.55632
CHCL9,CHCL,PC,C,C,33.8795,3.663,1.5685,5.0275,4.882,251,228,50,31.82479,-99.55632
CLA1,CLA,PC,C,C,29.7815,2.723,3.0125,2.985,4.9265,251,228,50,33.75562,-98.3829
CLA10,CLA,PC,C,C,26.432,3.7515,1.7495,4.8795,8.606,236,221,50,33.75562,-98.3829
CLA11,CLA,PC,C,C,26.016,3.069,2.153,5.865,4.5355,255,206,45,33.75562,-98.3829
CLA12,CLA,PC,C,C,22.991,2.715,2.251,4.517,5.42,251,228,50,33.75562,-98.3829
CLA13,CLA,PC,C,C,25.0895,3.3335,2.651,3.87,7.2305,226,219,47,33.75562,-98.3829
CLA14,CLA,PC,C,C,28.0645,3.3915,2.0875,5.5665,6.316,251,228,50,33.75562,-98.3829
CLA15,CLA,PC,C,C,27.9045,2.9095,3.0075,4.186,6.53,226,219,35,33.75562,-98.3829
CLA16,CLA,PC,C,C,31.1935,3.0255,2.8465,4.1075,5.709,243,220,25,33.75562,-98.3829
CLA17,CLA,PC,C,C,28.48,3.0075,2.1035,2.037,4.742,248,218,33,33.75562,-98.3829
CLA18,CLA,PC,C,C,27.841,3.2115,2.1405,4.5125,6.7275,251,228,50,33.75562,-98.3829
CLA19,CLA,PC,C,C,29.38,3.421,3.5,4.693,6.449,248,233,90,33.75562,-98.3829
CLA2,CLA,PC,C,C,25.188,2.9315,1.7875,2.8225,6.627,251,228,50,33.75562,-98.3829
CLA20,CLA,PC,C,C,29.8305,3.1405,3.0615,3.7795,4.204,226,219,35,33.75562,-98.3829
CLA21,CLA,PC,C,C,34.223,3.5205,1.5325,4.7795,7.636,251,228,50,33.75562,-98.3829
CLA22,CLA,PC,C,C,21.0115,3.1085,2.543,3.573,4.385,248,229,51,33.75562,-98.3829
CLA23,CLA,PC,C,C,28.869,2.409,1.9525,3.191,7.36,248,218,33,33.75562,-98.3829
CLA24,CLA,PC,C,C,26.882,2.9075,2.0265,3.3785,5.386,251,228,50,33.75562,-98.3829
CLA25,CLA,PC,C,C,31.1485,3.59,3.2795,4.3125,7.0745,243,220,25,33.75562,-98.3829
CLA26,CLA,PC,C,C,29.4195,2.9635,2.338,4.433,7.748,236,221,50,33.75562,-98.3829
CLA27,CLA,PC,C,C,33.7315,2.707,1.7885,4.6935,5.971,243,220,25,33.75562,-98.3829
CLA28,CLA,PC,C,C,28.5635,3.008,1.4475,4.9895,5.724,248,218,33,33.75562,-98.3829
CLA29,CLA,PC,C,C,27.405,3.26,1.3545,5.52,4.8855,248,233,90,33.75562,-98.3829
CLA3,CLA,PC,C,C,27.7435,2.773,2.2085,3.8145,7.2775,248,218,33,33.75562,-98.3829
CLA30,CLA,PC,C,C,26.387,2.67,1.8255,3.029,5.814,248,218,33,33.75562,-98.3829
CLA4,CLA,PC,C,C,30.3865,2.586,2.136,4.5635,5.7315,226,219,47,33.75562,-98.3829
CLA5,CLA,PC,C,C,27.684,2.574,1.0785,3.1925,4.8425,236,221,50,33.75562,-98.3829
CLA6,CLA,PC,C,C,27.0595,3.2055,1.016,3.899,7.124,251,228,50,33.75562,-98.3829
CLA7,CLA,PC,C,C,26.07,2.8815,1.1205,4.2285,5.18,251,228,50,33.75562,-98.3829
CLA8,CLA,PC,C,C,30.2345,2.8535,1.393,4.684,7.3305,243,220,25,33.75562,-98.3829
CLA9,CLA,PC,C,C,26.9355,3.433,2.667,4.5575,6.852,248,218,33,33.75562,-98.3829
CMSC1,CMSC,PC,C,C,33.792,2.8095,2.4775,3.3895,3.9955,228,220,108,34.73168,-98.56844
CMSC10,CMSC,PC,C,C,30.7375,3.9025,1.762,5.5185,5.4595,248,233,90,34.73168,-98.56844
CMSC11,CMSC,PC,C,C,35.7495,3.8465,1.915,5.6985,4.1235,240,229,95,34.73168,-98.56844
CMSC12,CMSC,PC,C,C,33.4785,3.2435,1.243,5.1255,4.953,248,229,51,34.73168,-98.56844
CMSC13,CMSC,PC,C,C,34.7,3.4255,3.4095,5.7305,3.9805,228,220,108,34.73168,-98.56844
CMSC14,CMSC,PC,C,C,30.4505,3.609,1.0795,5.6275,4.309,226,219,35,34.73168,-98.56844
CMSC15,CMSC,PC,C,C,34.0975,3.586,2.6315,5.9565,4.432,226,219,47,34.73168,-98.56844
CMSC16,CMSC,PC,C,C,37.6525,2.7515,2.2855,4.2245,4.6445,226,219,47,34.73168,-98.56844
CMSC17,CMSC,PC,C,C,37.6555,3.5425,2.948,6.197,3.732,226,219,47,34.73168,-98.56844
CMSC18,CMSC,PC,C,C,33.4185,2.8765,2.8635,3.825,3.072,251,228,50,34.73168,-98.56844
CMSC19,CMSC,PC,C,C,32.3155,3.3125,2.0805,5.204,3.3845,251,228,50,34.73168,-98.56844
CMSC2,CMSC,PC,C,C,35.211,2.847,1.238,6.326,2.078,213,220,90,34.73168,-98.56844
CMSC20,CMSC,PC,C,C,37.5885,3.1305,2.121,5.24,1.8415,248,233,90,34.73168,-98.56844
CMSC21,CMSC,PC,C,C,36.946,3.3155,1.655,6.124,4.328,248,233,90,34.73168,-98.56844
CMSC22,CMSC,PC,C,C,36.3965,3.171,1.387,5.0445,3.562,226,219,47,34.73168,-98.56844
CMSC23,CMSC,PC,C,C,30.4755,2.83,1.1675,6.3455,5.359,248,233,90,34.73168,-98.56844
CMSC24,CMSC,PC,C,C,31.5005,3.7295,1.0365,4.92,3.7005,236,221,50,34.73168,-98.56844
CMSC25,CMSC,PC,C,C,35.851,3.319,1.0835,6.1235,3.98,228,220,108,34.73168,-98.56844
CMSC26,CMSC,PC,C,C,31.9355,2.941,1.8755,4.863,3.9185,248,233,90,34.73168,-98.56844
CMSC27,CMSC,PC,C,C,31.5125,3.236,1.426,5.115,3.322,236,221,50,34.73168,-98.56844
CMSC28,CMSC,PC,C,C,36.6435,3.084,1.3615,5.719,3.804,226,219,47,34.73168,-98.56844
CMSC29,CMSC,PC,C,C,38.262,3.1515,1.573,6.0695,3.397,228,220,108,34.73168,-98.56844
CMSC3,CMSC,PC,C,C,37.0095,3.0945,1.973,4.2425,2.302,248,229,51,34.73168,-98.56844
CMSC30,CMSC,PC,C,C,34.137,2.9595,2.629,4.97,2.6535,240,229,95,34.73168,-98.56844
CMSC4,CMSC,PC,C,C,38.7485,2.8945,1.167,5.979,2.1855,243,220,25,34.73168,-98.56844
CMSC5,CMSC,PC,C,C,29.4475,2.7225,2.104,3.7525,5.9415,248,229,51,34.73168,-98.56844
CMSC6,CMSC,PC,C,C,37.291,2.6415,2.4605,4.9735,4.2585,248,233,90,34.73168,-98.56844
CMSC7,CMSC,PC,C,C,36.0315,3.4895,2.268,5.4075,4.0855,251,228,50,34.73168,-98.56844
CMSC8,CMSC,PC,C,C,36.107,2.9775,1.9605,4.412,4.9265,251,228,50,34.73168,-98.56844
CMSC9,CMSC,PC,C,C,36.4135,3.003,1.602,5.175,4.411,251,228,50,34.73168,-98.56844
CQL1,CQL,PC,C,C,25.923,3.2635,1.7315,3.47,7.1275,249,230,126,33.20647,-98.15727
CQL10,CQL,PC,C,C,23.333,2.794,1.756,3.8445,6.05,248,233,90,33.20647,-98.15727
CQL11,CQL,PC,C,C,25.753,3.1275,1.8135,5.9275,7.0825,224,225,123,33.20647,-98.15727
CQL12,CQL,PC,C,C,25.743,2.204,1.7535,4.562,5.7195,251,228,50,33.20647,-98.15727
CQL13,CQL,PC,C,C,23.2665,3.154,2.686,4.0195,6.041,243,220,25,33.20647,-98.15727
CQL14,CQL,PC,C,C,28.9565,3.1725,2.2195,5.9605,7.981,248,233,90,33.20647,-98.15727
CQL15,CQL,PC,C,C,23.2525,3.202,1.945,3.806,5.6975,251,228,50,33.20647,-98.15727
CQL16,CQL,PC,C,C,28.812,3.3105,2.371,2.7625,5.846,226,219,35,33.20647,-98.15727
CQL17,CQL,PC,C,C,25.359,2.8795,1.315,4.8745,6.2945,251,228,50,33.20647,-98.15727
CQL18,CQL,PC,C,C,24.2745,3.4635,2.1495,4.5015,5.604,240,229,95,33.20647,-98.15727
CQL19,CQL,PC,C,C,26.8435,3.0875,1.2205,4.4125,4.726,251,228,50,33.20647,-98.15727
CQL2,CQL,PC,C,C,31.652,3.222,2.5375,3.3865,6.498,236,221,50,33.20647,-98.15727
CQL20,CQL,PC,C,C,26.794,3.417,1.206,4.819,5.496,248,233,90,33.20647,-98.15727
CQL21,CQL,PC,C,C,27.6005,3.874,2.1135,4.68,4.6815,251,228,50,33.20647,-98.15727
CQL22,CQL,PC,C,C,28.2285,3.5005,3.219,3.6605,4.942,251,228,50,33.20647,-98.15727
CQL23,CQL,PC,C,C,28.7075,3.911,2.5045,3.8415,6.129,236,221,50,33.20647,-98.15727
CQL24,CQL,PC,C,C,31.353,3.572,0.7565,4.435,7.1225,248,233,90,33.20647,-98.15727
CQL25,CQL,PC,C,C,22.957,3.622,6.0215,4.18,6.61,226,219,47,33.20647,-98.15727
CQL26,CQL,PC,C,C,32.2535,3.7115,1.016,4.7455,7.0405,226,219,35,33.20647,-98.15727
CQL27,CQL,PC,C,C,30.0535,3.5,2.2195,4.7835,5.2905,226,219,47,33.20647,-98.15727
CQL28,CQL,PC,C,C,30.569,3.529,2.0995,4.4315,7.076,226,219,47,33.20647,-98.15727
CQL29,CQL,PC,C,C,30.8835,2.9425,1.873,3.6395,4.652,248,233,90,33.20647,-98.15727
CQL3,CQL,PC,C,C,24.815,3.3665,4.8055,4.331,5.1895,248,233,90,33.20647,-98.15727
CQL30,CQL,PC,C,C,27.9325,3.2375,0.783,4.191,4.4195,251,228,50,33.20647,-98.15727
CQL4,CQL,PC,C,C,26.0645,3.15,3.0775,4.084,7.458,248,233,90,33.20647,-98.15727
CQL5,CQL,PC,C,C,26.5885,3.398,1.3445,3.8595,6.102,226,219,47,33.20647,-98.15727
CQL6,CQL,PC,C,C,26.474,3.269,1.157,4.096,6.272,251,228,50,33.20647,-98.15727
CQL7,CQL,PC,C,C,23.656,3.6865,1.0615,3.161,6.128,226,219,47,33.20647,-98.15727
CQL8,CQL,PC,C,C,29.5525,3.2975,1.699,3.761,5.105,228,220,108,33.20647,-98.15727
CQL9,CQL,PC,C,C,26.98,3.42,1.7355,4.699,6.4965,236,221,50,33.20647,-98.15727
LMN1,LMN,PC,L,L,35.8285,3.3235,3.2245,5.407,11.4035,255,124,17,31.33261,-97.46821
LMN10,LMN,PC,L,L,35.72,3.071,2.0385,3.865,5.7235,255,106,17,31.33261,-97.46821
LMN11,LMN,PC,L,L,38.6405,2.5785,4.5155,5.393,7.023,255,106,17,31.33261,-97.46821
LMN12,LMN,PC,L,L,41.4295,2.925,1.352,6.428,5.829,250,127,28,31.33261,-97.46821
LMN13,LMN,PC,L,L,36.4155,3.0955,2.2505,4.251,6.595,255,92,15,31.33261,-97.46821
LMN14,LMN,PC,L,L,36.221,2.238,4.6975,5.198,6.184,255,124,17,31.33261,-97.46821
LMN15,LMN,PC,L,L,35.3575,2.7155,3.2355,4.682,9,255,106,17,31.33261,-97.46821
LMN16,LMN,PC,L,L,31.282,2.762,3.631,4.9255,4.86,248,68,35,31.33261,-97.46821
LMN17,LMN,PC,L,L,37.3715,3.607,2.646,5.1,4.8945,248,68,35,31.33261,-97.46821
LMN18,LMN,PC,L,L,43.2895,3.022,3.397,5.4,8.1265,228,106,39,31.33261,-97.46821
LMN19,LMN,PC,L,L,34.1745,2.9995,3.368,5.554,5.081,255,106,17,31.33261,-97.46821
LMN2,LMN,PC,L,L,32.865,2.665,3.7595,5.448,3.1885,255,106,17,31.33261,-97.46821
LMN20,LMN,PC,L,L,35.062,3.168,4.8435,4.627,4.564,239,54,16,31.33261,-97.46821
LMN21,LMN,PC,L,L,38.107,3.56,3.7415,5.7645,5.054,246,79,44,31.33261,-97.46821
LMN22,LMN,PC,L,L,37.363,2.7735,4.5405,5.2545,8.8305,239,104,28,31.33261,-97.46821
LMN23,LMN,PC,L,L,33.7235,2.772,3.962,4.0895,8.028,255,74,32,31.33261,-97.46821
LMN24,LMN,PC,L,L,39.2385,2.2965,1.9495,5.1065,8.769,255,106,17,31.33261,-97.46821
LMN25,LMN,PC,L,L,38.3935,2.7915,1.9135,4.6145,4.6445,239,104,28,31.33261,-97.46821
LMN26,LMN,PC,L,L,44.4705,3.233,2.831,6.007,7.9375,255,92,15,31.33261,-97.46821
LMN27,LMN,PC,L,L,38.813,3.046,4.041,3.884,4.914,239,54,16,31.33261,-97.46821
LMN28,LMN,PC,L,L,46.886,2.8575,4.5195,5.5895,5.0035,228,106,39,31.33261,-97.46821
LMN29,LMN,PC,L,L,35.2625,2.807,3.269,4.959,8.9765,208,55,104,31.33261,-97.46821
LMN3,LMN,PC,L,L,38.8325,3.512,2.7045,3.1525,7.74,226,64,29,31.33261,-97.46821
LMN30,LMN,PC,L,L,43.6875,2.266,2.5415,6.805,7.2415,228,106,39,31.33261,-97.46821
LMN4,LMN,PC,L,L,38.1625,3.8865,4.65,4.9835,7.9115,255,106,17,31.33261,-97.46821
LMN5,LMN,PC,L,L,41.054,3.5215,1.5445,5.8105,9.693,226,64,29,31.33261,-97.46821
LMN6,LMN,PC,L,L,30.4625,3.0305,0.959,3.4875,7.829,224,41,19,31.33261,-97.46821
LMN7,LMN,PC,L,L,31.5835,3.5395,2.951,4.8645,7.741,224,41,19,31.33261,-97.46821
LMN8,LMN,PC,L,L,43.1045,2.692,2.2355,4.7655,7.812,255,106,17,31.33261,-97.46821
LMN9,LMN,PC,L,L,37.165,2.792,4.312,5.0845,5.869,226,64,29,31.33261,-97.46821
LRR1,LRR,PC,L,L,32.233,2.3305,2.0965,3.211,6.209,248,68,35,30.61922,-98.07169
LRR10,LRR,PC,L,L,32.347,2.738,2.3545,4.001,7.691,255,124,17,30.61922,-98.07169
LRR11,LRR,PC,L,L,31.472,2.8205,2.3665,4.076,5.6975,242,99,40,30.61922,-98.07169
LRR12,LRR,PC,L,L,29.8215,3.3605,0.7415,3.82,8.438,224,41,19,30.61922,-98.07169
LRR13,LRR,PC,L,L,32.5405,2.8195,0.986,2.9725,4.7685,239,54,16,30.61922,-98.07169
LRR14,LRR,PC,L,L,40.645,2.5835,1.177,3.4675,9.0065,242,99,40,30.61922,-98.07169
LRR15,LRR,PC,L,L,38.985,2.875,3.5275,4.3605,5.552,242,99,40,30.61922,-98.07169
LRR16,LRR,PC,L,L,38.4335,2.1245,2.9085,4.7365,5.3435,255,124,17,30.61922,-98.07169
LRR17,LRR,PC,L,L,39.0565,3.3665,2.3725,5.85,4.68,246,79,44,30.61922,-98.07169
LRR18,LRR,PC,L,L,32.8915,2.5485,3.2985,3.458,6.1325,255,74,32,30.61922,-98.07169
LRR19,LRR,PC,L,L,37.591,2.3415,2.478,4.4005,6.9245,255,92,15,30.61922,-98.07169
LRR2,LRR,PC,L,L,34.653,2.986,1.5095,5.5885,6.546,246,79,44,30.61922,-98.07169
LRR21,LRR,PC,L,L,33.8885,3.003,2.669,3.4015,7.763,255,81,25,30.61922,-98.07169
LRR22,LRR,PC,L,L,41.912,3.262,3.753,4.2965,8.6425,238,90,47,30.61922,-98.07169
LRR23,LRR,PC,L,L,31.9545,3.057,2.659,3.612,7.9165,242,99,40,30.61922,-98.07169
LRR24,LRR,PC,L,L,35.3235,2.6075,1.7235,4.069,4.66,255,74,32,30.61922,-98.07169
LRR25,LRR,PC,L,L,25.534,2.8345,0.842,3.013,6.6685,255,74,32,30.61922,-98.07169
LRR26,LRR,PC,L,L,30.9725,3.3095,2.0025,3.15,5.563,241,57,24,30.61922,-98.07169
LRR27,LRR,PC,L,L,33.6935,2.837,1.8305,2.7885,5.1625,241,57,24,30.61922,-98.07169
LRR28,LRR,PC,L,L,31.8915,2.2715,0.982,3.5145,4.819,246,79,44,30.61922,-98.07169
LRR29,LRR,PC,L,L,24.77,2.757,4.0385,1.9605,7.674,242,99,40,30.61922,-98.07169
LRR3,LRR,PC,L,L,35.72,3.1445,1.2335,4.571,6.193,239,54,16,30.61922,-98.07169
LRR30,LRR,PC,L,L,27.296,2.9625,3.486,2.77,5.173,255,113,23,30.61922,-98.07169
LRR4,LRR,PC,L,L,36.721,2.8305,4.283,4.734,8.441,255,92,15,30.61922,-98.07169
LRR5,LRR,PC,L,L,35.4445,3.4895,3.905,4.432,7.198,238,90,47,30.61922,-98.07169
LRR6,LRR,PC,L,L,38.163,2.5795,2.413,4.7475,6.725,255,81,25,30.61922,-98.07169
LRR7,LRR,PC,L,L,34.525,2.8665,0.7955,4.901,7.2345,238,90,47,30.61922,-98.07169
LRR8,LRR,PC,L,L,28.9755,2.557,1.5285,3.665,5.0945,248,68,35,30.61922,-98.07169
LRR9,LRR,PC,L,L,39.278,3.649,1.297,4.264,8.343,242,99,40,30.61922,-98.07169
LVH1,LVH,PC,L,L,34.9345,2.6425,3.213,4.8605,6.974,239,54,16,30.2759,-97.8971
LVH10,LVH,PC,L,L,31.639,2.5355,1.486,4.1685,4.916,248,68,35,30.2759,-97.8971
LVH11,LVH,PC,L,L,27.831,3.039,1.8565,3.8515,5.4275,241,57,24,30.2759,-97.8971
LVH12,LVH,PC,L,L,36.7055,2.363,2.9255,4.928,5.0795,241,57,24,30.2759,-97.8971
LVH13,LVH,PC,L,L,28.6425,2.405,1.7285,4.1875,2.7975,224,41,19,30.2759,-97.8971
LVH14,LVH,PC,L,L,33.9155,2.639,2.5505,4.138,5.2005,246,79,44,30.2759,-97.8971
LVH15,LVH,PC,L,L,37.1315,2.701,2.866,4.2645,4.741,241,57,24,30.2759,-97.8971
LVH16,LVH,PC,L,L,28.677,2.788,1.4885,4.409,5.7665,241,57,24,30.2759,-97.8971
LVH17,LVH,PC,L,L,33.4475,2.636,2.4755,5.2845,4.2115,239,54,16,30.2759,-97.8971
LVH18,LVH,PC,L,L,35.063,2.631,2.2735,4.5805,3.941,248,68,35,30.2759,-97.8971
LVH19,LVH,PC,L,L,34.6645,2.211,2.925,3.9205,4.081,224,41,19,30.2759,-97.8971
LVH2,LVH,PC,L,L,33.6745,3.1845,2.1885,4.5905,8.922,255,93,60,30.2759,-97.8971
LVH20,LVH,PC,L,L,31.1185,3.06,2.7945,4.943,5.038,248,68,35,30.2759,-97.8971
LVH21,LVH,PC,L,L,34.5985,3.122,4.826,5.0615,6.514,224,41,19,30.2759,-97.8971
LVH22,LVH,PC,L,L,39.986,2.8745,1.9325,4.487,4.4535,248,68,35,30.2759,-97.8971
LVH23,LVH,PC,L,L,32.426,3.769,2.3285,3.398,6.839,239,54,16,30.2759,-97.8971
